"raw_row_number","date","time","location","lat","lng","geocode_source","beat","district","subject_race","subject_sex","type","violation","citation_issued","outcome","speed","posted_speed","vehicle_color","vehicle_make","vehicle_model","raw_race"
"2671103",2020-08-30,22:40:00,"288 NB AND 610",29.6674869,-95.381848,"GM","14D20",14,"black","male","vehicular","FAIL TO DRIVE IN DESIGNATED LANE  (INTERSECTION) ACCIDENT",TRUE,"citation",NA,NA,"WHITE","DODGE","RAM","Black"
"71468",2014-02-20,NA,"IH 10",29.768391,-95.363898,"GM","2A10",2,NA,"female","vehicular","SPEEDING (DISTANCE BETWEEN MILE POST# & MILE POST# )",TRUE,"citation",70,60,"SILVER","NISS","ARMADA",NA
"2537059|2537060",2020-01-16,12:00:00,"US 290",29.910865269,-95.6123805459999,"SU",NA,NA,NA,"female","vehicular","SPEEDING (DISTANCE BETWEEN MILE POST# & MILE POST# )|NO VALID DRIVER'S LICENSE - DISTANCE BETWEEN MILEPOST",TRUE,"citation",NA,NA,"GRY","HONDA","FIT",NA
"1581095",2017-06-24,NA,NA,NA,NA,NA,NA,NA,"white","male","vehicular","FAIL TO CONTROL SPEED COLLIDE WITH ANOTHER VEHICLE",TRUE,"citation",NA,NA,"RED","FORD","FOCUS","White"
"2698167",2020-10-08,19:45:00,"1100 WEBSTER",29.7474596,-95.3711478,"GM","10H40",10,"white","female","vehicular","DRIVING AT NIGHT WITHOUT HEADLIGHTS (SINGLE BLOCK)",TRUE,"citation",NA,NA,"BLACK","MITSUBISHI","OUTLANDER","White"
"166729",2014-04-16,NA,"WESTPARK AND WILCREST DRIVE",29.7204132,-95.5714377,"GM","20G30",20,"unknown","female","vehicular","SPEEDING /30 (DISTANCE BETWEEN STREETS) (URBAN DISTRICT)",TRUE,"citation",33,30,"GOLD","TOYT","SIEN","Unknown"
"1492529|1492627|1493212",2017-04-08,NA,"4400 TIFFANY",29.6169962,-95.4428521,"GM","16E20",16,NA,"female","vehicular","DISPLAY AN EXPIRED TEXAS DRIVER'S LICENSE|EXPIRED LICENSE NUMBER PLATE; EXPIRED MONTH/YEAR/REGISTRATION TAB IMPROPERLY DISPLAYED|FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY - [SECOND OFFENSE]",TRUE,"citation",NA,NA,"WHITE","CHEVROLET","TRK",NA
"886",2014-01-02,NA,"2000 N ELDRIDGE PARKWAY",29.7463094,-95.6249788,"GM","20G80",20,"unknown","male","vehicular","SPEEDING (DISTANCE BETWEEN BLOCKS)",TRUE,"citation",54,40,"WHITE","HOND","CRV","Unknown"
"968784|969231",2016-01-08,NA,"RAMPART AND JESSAMINE",29.7018549,-95.488772,"GM","17E10",17,NA,"female","vehicular","FAILURE TO YIELD RIGHT-OF-WAY LEAVING STOP SIGN - ACCIDENT|FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY - INTERSECTION",TRUE,"citation",NA,NA,"SILVER","MERCEDES BENZ","C300",NA
"2712061",2020-10-31,13:49:00,"13200 CLAY ROAD (EB)",29.831923605,-95.581701325,"SU","4F30",4,NA,"male","vehicular","SPEEDING (DISTANCE BETWEEN BLOCKS)",TRUE,"citation",64,45,"SIL","TOYT","TUND",NA
"300226",2014-07-10,NA,"IH 610 AND ALMEDA ROAD",29.8132097,-95.374346,"GM","3B50",3,"black","female","vehicular","SPEEDING/ON STREET OR FREEWAY  DISTANCE BETWEEN STREETS",TRUE,"citation",74,60,"WHITE","FIAT","500","Black"
"2561990",2020-02-16,22:05:00,"WITTE RD AND WESTVIEW DR",29.7908641,-95.540107,"GM","4F10",4,NA,"male","vehicular","RUNNING A STOP SIGN - INTERSECTION",TRUE,"citation",NA,NA,"GRAY","HYUNDAI","ELANTRA",NA
"1606664|1607144",2017-07-21,NA,"9600 US 59 SOUTHWEST FREEWAY EAST SERVICE ROAD",29.6749631,-95.5291641,"GM","17E30",17,"unknown","male","vehicular","FAILURE TO DISPLAY A VALID TEXAS DRIVERS LICENSE|FLAT TIRE",TRUE,"citation",NA,NA,"GRY","CHEVROLET","SILVERADO","Unknown"
"634749|634936",2015-03-31,NA,"10500 SCOTT STREET",29.645832,-95.368692,"GM","14D20",14,"black","female","vehicular","FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY|FAILURE TO DISPLAY A VALID TEXAS DRIVERS LICENSE",TRUE,"citation",NA,NA,"WHI","NISSAN","MAXIMA","Black"
"2688600",2020-09-25,16:12:00,"1800 S. VICTORY",29.8709135,-95.4398764,"GM","6B40",6,"black","female","vehicular","SPEEDING (DISTANCE BETWEEN BLOCKS)",TRUE,"citation",51,35,"BLU","CHEVROLET","SONI","Black"
"1376009",2016-12-23,NA,"GREENS PKWY AND GREENS RD",29.9489175,-95.4222531,"GM","22B20",22,"black","male","vehicular","FAIL TO YIELD RIGHT-OF-WAY MAKING A LEFT TURN AT AN INTERSECTION-ACCIDENT",TRUE,"citation",NA,NA,"RED","FORD","TAURUS","Black"
"2015318|2015319",2018-08-10,13:22:00,"5500 MESA DRIVE",29.8127674,-95.2624161,"GM","8C30",8,"white","male","vehicular","CMV - HEADLAMPS, TAILLAMPS, LAMPS ON PROJECTING LOAD, STOP LAMPS, TURN SIGNAL NOT OPERATING : TO WIT: - (SINGLE BLOCK)",TRUE,"citation",NA,NA,"WHI","FREIGHTLINER","FB","White"
"1274416",2016-09-19,NA,"8200 HAMMERLY",29.8110593,-95.4935031,"GM","5F20",5,NA,"female","vehicular","SPEEDING / ON STREET OR FREEWAY (SINGLE BLOCK)",TRUE,"citation",30,20,"MAROON","SCION","2DR",NA
"1790210",2018-02-11,15:07:00,"13500 CLAY RD",29.8317571,-95.5901119,"GM","4F30",4,"white","male","vehicular","SPEEDING (DISTANCE BETWEEN BLOCKS)",TRUE,"citation",59,45,"RED","NISSAN","ROGU","White"
"1589319|1589534",2017-07-03,NA,"7400 BEECHNUT",29.6913689,-95.5154134,"GM","17E20",17,"white","female","vehicular","NO VALID DRIVER'S LICENSE - SINGLE BLOCK|SPEEDING / ON STREET OR FREEWAY (SINGLE BLOCK)",TRUE,"citation",NA,NA,"BURGUNDY","CHEVY","TAHOE","White"
"1419425|1419679",2017-02-03,NA,"3100 S LOOP W",29.685053,-95.3811454,"GM","15E40",15,"white","female","vehicular","EXPIRED LICENSE NUMBER PLATE; EXPIRED MONTH/YEAR/REGISTRATION TAB IMPROPERLY DISPLAYED|FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY",TRUE,"citation",NA,NA,"WHITE","KIA","SOUL","White"
"825573",2015-08-30,NA,NA,NA,NA,NA,NA,NA,"black","male","vehicular","DRIVING WITH LICENSE INVALID/ LICENSE SUSPENDED/REVOKED",TRUE,"citation",NA,NA,"WHITE","FORD","THUNDERBIRD","Black"
"877216",2015-10-16,NA,"STANDFORD N/B AND WESTHEIMER",29.7445071,-95.3888656,"GM","1A20",1,"white","female","vehicular","RAN STOP SIGN INTERSECTION - ACCIDENT",TRUE,"citation",NA,NA,"GOLD","LEXUS","RX400H","White"
"25950|26198",2014-01-20,NA,"4600 TELEPHONE",29.6960502,-95.300564,"GM","13D10",13,"white","male","vehicular","NO VALID DRIVER'S LICENSE - SINGLE BLOCK|FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY",TRUE,"citation",NA,NA,"WHITE","FORD","F-150","White"
"2180186",2019-01-19,00:17:00,"CLAY RD AND GESSNER RD",29.8322979,-95.5454279,"GM","5F30",5,"black","male","vehicular","DRIVING AT NIGHT WITHOUT HEADLIGHTS-INTERSECTION",TRUE,"citation",NA,NA,"GRY","HYUNDAI","ACCENT","Black"
"1329809",2016-11-09,NA,"9900 FM 1960 EAST",29.9413692,-95.5721469,"GM",NA,NA,"white","male","vehicular","SPEEDING (DISTANCE BETWEEN BLOCKS)",TRUE,"citation",71,55,"GRY","CHEV","SILV","White"
"1766546",2018-01-24,10:29:00,"1000 PARKER RD",29.8587852,-95.3655325,"GM","6B10",6,"white","female","vehicular","SPEEDING /30 (DISTANCE BETWEEN BLOCKS) (URBAN DISTRICT)",TRUE,"citation",44,30,"GRY","JEEP","GRAND CHEROKEE","White"
"1697150",2017-11-13,NA,"600 MCCARTY",29.7789323,-95.2840566,"GM","9C20",9,"white","male","vehicular","FAILURE TO WEAR A SEAT BELT RIDING IN A MOTOR VEHICLE - FIFTEEN (15) YEARS OR OLDER",TRUE,"citation",NA,NA,"WHI","HINO","2AX","White"
"2510004|2510005",2019-12-10,13:13:00,"5600 BELLFORT",29.6661473,-95.340732,"GM","14D30",14,"black","female","vehicular","NO VALID DRIVER'S LICENSE - SINGLE BLOCK|FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY",TRUE,"citation",NA,NA,"WHITE","HYUNDAI","SONATA","Black"
"1079633",2016-04-08,NA,NA,NA,NA,NA,NA,NA,"black","male","vehicular","DRIVING WITH LICENSE INVALID/ LICENSE SUSPENDED/REVOKED",TRUE,"citation",NA,NA,"SIL","CHEV","MALI","Black"
"207837|208787",2014-05-08,NA,"1000 GESSNER ROAD",29.7804234,-95.5438962,"GM","20G50",20,"white","female","vehicular","FAILURE TO SIGNAL CHANGING LANES|NO VEHICLE INSPECTION STICKER",TRUE,"citation",NA,NA,"BLACK","CHEV","EQUI","White"
"868473",2015-10-08,NA,"3000 TELEPHONE",29.7148628,-95.3185319,"GM","13D10",13,"white","male","vehicular","FAILURE TO WEAR A SEAT BELT RIDING IN A MOTOR VEHICLE - FIFTEEN (15) YEARS OR OLDER",TRUE,"citation",NA,NA,"WHI","FORD","F550","White"
"1763132|1763133",2018-01-22,08:50:00,"US 59 AND IH 10",29.7699715,-95.3427395,"GM","7C10",7,"white","male","vehicular","DRIVING ACROSS A MEDIAN - DISTANCE BETWEEN STREETS|FAIL TO DISPLAY A VALID TEXAS DRIVERS LICENSE (DISTANCE BETWEEN STREETS)",TRUE,"citation",NA,NA,"WHI","CHEV","C-K","White"
"1474947",2017-03-24,NA,"8500 SOUTH KIRKWOOD",29.6857805,-95.5874258,"GM","19G40",19,"white","male","vehicular","FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY",TRUE,"citation",NA,NA,"GRAY","TOYOTA","COROLLA","White"
"1985006|1985007",2018-07-17,09:07:00,"IH 45 AND CLEAR LAKE CITY BLVD",29.5456501,-95.1311321,"GM",NA,NA,"white","female","vehicular","SPEEDING/ON STREET OR FREEWAY  DISTANCE BETWEEN STREETS|NO MOTOR VEHICLE REGISTRATION TAGS TRAILER, OR SEMITRAILER, EXPIRED/MISSING/IMPROPERLY DISPLAYED   (DIST. BTWN STRTS)",TRUE,"citation",NA,NA,"WHI","KIA","OPTIMA","White"
"1338435|1338494",2016-11-17,NA,"13600 N IH 45 NB SR E",29.7628345,-95.3710496,"GM","1A10",1,"black","male","vehicular","DEFECTIVE EQUIPMENT.|EXPIRED LICENSE NUMBER PLATE; EXPIRED MONTH/YEAR/REGISTRATION TAB IMPROPERLY DISPLAYED",TRUE,"citation",NA,NA,"SILVER","NISSAN","ALTIMA","Black"
"1046226",2016-03-12,NA,"US 59 AND PARKER ROAD",29.8594764,-95.3805353,"GM","6B10",6,"white","male","vehicular","SEATS/SEAT BELT ASSEMBLIES/SEAT BELT ASSEMBLY ANCHORAGES/DISTANCE BTW STREETS",TRUE,"citation",NA,NA,"WHI","DODGE","RAM","White"
"2608260|2608261|2608262",2020-05-19,08:00:00,"10100 WESTHEIMER",29.7360954,-95.551249,"GM","20G10",20,"black","male","vehicular","SPEEDING / ON STREET OR FREEWAY (SINGLE BLOCK)|NO VALID DRIVER'S LICENSE - SINGLE BLOCK|FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY",TRUE,"citation",NA,NA,"BLACK","TOYOTA","CAMRY","Black"
"2578741",2020-03-08,15:40:00,"DUNVALE AND PAGEWOOD",29.726487,-95.514045,"GM","18F50",18,"asian/pacific islander","male","vehicular","RUNNING A STOP SIGN - INTERSECTION",TRUE,"citation",NA,NA,"BLACK","TOYOTA","COROLLA","Asian"
"2517502",2019-12-19,16:59:00,"PARK TEN PLACE ( WEST BOUND ) AND PARK TEN BOULEVARD ( NORTH BOUND )",29.7866070000001,-95.66667,"SU","4F30",4,"white","male","vehicular","RUNNING A STOP SIGN - INTERSECTION",TRUE,"citation",NA,NA,"RED","FORD","F-15","White"
"987171",2016-01-24,NA,"900 N LOOP WEST",29.8136802,-95.3871617,"GM","2A20",2,"white","female","vehicular","EMERGING FROM A ACCESS CONTROLLED HIGHWAY NOT AN OFFICIAL RAMP",TRUE,"citation",NA,NA,"BLACK","TOYOTA","CAMRY","White"
"2492977",2019-11-19,08:16:00,"4400 GULF FWY, WEST SERVICE RD",29.7127438,-95.3122993,"GM","13D10",13,"white","female","vehicular","SPEEDING (DISTANCE BETWEEN BLOCKS)",TRUE,"citation",50,40,"GRY","TOYT","CORO","White"
"1434248",2017-02-16,NA,"IH 10 AND DAIRY ASHFORD",29.7842678,-95.6064218,"GM","20G60",20,"white","male","vehicular","SPEEDING/ON STREET OR FREEWAY  DISTANCE BETWEEN STREETS",TRUE,"citation",90,60,"WHITE","VOLKSWAGEN",NA,"White"
"1759548",2018-01-18,16:07:00,"100 E PARKER ROAD",29.8596003,-95.3976284,"GM","6B10",6,"white","male","vehicular","SPEEDING /30 (DISTANCE BETWEEN BLOCKS) (URBAN DISTRICT)",TRUE,"citation",40,30,"WHI","NISS","ARMA","White"
"1611845",2017-07-26,NA,"7300 COOK RD",29.6986313,-95.5961502,"GM","19G30",19,"black","male","vehicular","SPEEDING (DISTANCE BETWEEN BLOCKS)",TRUE,"citation",45,35,"SILVER","TOYOTA","CAMRY","Black"
"2439654",2019-09-24,10:17:00,"GULF FREEWAY",29.6486012,-95.2483218,"GM","12D10",12,NA,"male","vehicular","SPEEDING (DISTANCE BETWEEN MILE POST# & MILE POST# )",TRUE,"citation",70,60,"WHI","CHEV","MALI",NA
"867975",2015-10-08,NA,"3700 REBECCA STREET",29.6819027,-95.3702086,"GM","14D20",14,"black","male","vehicular","NO (FRONT) (REAR) LICENSE PLATE",TRUE,"citation",NA,NA,"BLK","NISSAN","MURANO","Black"
"340776",2014-08-12,NA,"9800 E. HARDY",29.853334,-95.3601765,"GM","7C30",7,"white","female","vehicular","SPEEDING (DISTANCE BETWEEN BLOCKS)",TRUE,"citation",54,40,"GRAY","JEEP","GRAN","White"
"2073194",2018-10-04,09:55:00,"6500 N. MAIN ST",29.8091306,-95.3896981,"GM","2A20",2,"black","female","vehicular","SPEEDING /30 (DISTANCE BETWEEN BLOCKS) (URBAN DISTRICT)",TRUE,"citation",40,30,"BLACK","HYUNDAI","TUCSON","Black"
"258063|258227|258360",2014-06-06,NA,"BELLAIRE BOULEVARD AND FONDREN ROAD",29.7050794,-95.5212194,"GM","18F50",18,NA,"male","vehicular","SPEEDING-CONSTRUCTION ZONE-NO WORKERS PRESENT-DISTANCE BETWEEN STREETS|FAIL TO DISPLAY A VALID TEXAS DRIVERS LICENSE (DISTANCE BETWEEN STREETS)|FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY (DISTANCE BETWEEN STREETS)",TRUE,"citation",NA,NA,"SILVER","TOYT","CORO",NA
"658992|659403",2015-04-16,NA,"500 TIDWELL",29.8444645,-95.3692688,"GM","3B50",3,"black","male","vehicular","FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY|NO VALID DRIVER'S LICENSE - SINGLE BLOCK",TRUE,"citation",NA,NA,"GRAY","KIA","4D","Black"
"1865196",2018-04-12,14:58:00,"18200 GULF FWY, EAST SERVICE RD",29.623354,-95.222369,"GM","12D30",12,"white","male","vehicular","SPEEDING (DISTANCE BETWEEN BLOCKS)",TRUE,"citation",60,45,"WHI","FORD","F350","White"
"55302",2014-02-10,NA,"IH 10",29.768391,-95.363898,"GM","2A10",2,"white","female","vehicular","SPEEDING (DISTANCE BETWEEN MILE POST# & MILE POST# )",TRUE,"citation",69,60,"WHITE","NISS","ROGU","White"
"284927",2014-06-26,NA,"IH 10",29.768391,-95.363898,"GM","2A10",2,"white","male","vehicular","SPEEDING (DISTANCE BETWEEN MILE POST# & MILE POST# )",TRUE,"citation",75,60,"GRAY","CHEV","SILV","White"
"1802219",2018-02-20,18:50:00,"11200 AIRLINE DR",29.9183086,-95.4061002,"GM","22B30",22,NA,"female","vehicular","FAILURE TO YIELD RIGHT OF WAY ENTERING STREET/EMERGING FROM (DRIVEWAY) (ALLEY) (BUILDING) (PRIVATE ROAD) - ACCIDENT",TRUE,"citation",NA,NA,"WHITE","FORD","FOCUS",NA
"2306886|2306888",2019-05-15,16:00:00,NA,NA,NA,NA,NA,NA,NA,"female","vehicular","FAIL TO CONTROL SPEED COLLIDE WITH ANOTHER VEHICLE|NO OPER. DRIVERS LICENSE (ACCIDENT)  NO VALID TEXAS DRIVERS LICENSE_(ACCIDENT)",TRUE,"citation",NA,NA,"TAN","LINCOLN","TOWN CAR",NA
"2685858",2020-09-21,08:53:00,"4300 GULF FWY, WEST SERVICE RD",29.7127438,-95.3122993,"GM","13D10",13,"black","male","vehicular","SPEEDING (DISTANCE BETWEEN BLOCKS)",TRUE,"citation",50,40,"WHI","GMC","VAN","Black"
"1853840|1853841|1853842",2018-04-04,15:16:00,"4400 SOUTH LOOP EAST, SOUTH SERVICE RD",29.8331767,-95.3832566,"GM","3B50",3,"white","female","vehicular","TRANS. A CHILD UNDER EIGHT (8) YEARS OF AGE  W/OUT SAFETY SEAT SYSTEM (SINGLE BLOCK)|TRANS. A CHILD UNDER EIGHT (8) YEARS OF AGE  W/OUT SAFETY SEAT SYSTEM (SINGLE BLOCK)|NO VALID DRIVER'S LICENSE - SINGLE BLOCK",TRUE,"citation",NA,NA,"GRY","TOYT","CORO","White"
"1057935",2016-03-22,NA,"2900 GENOA RED BLUFF ROAD",29.6311103,-95.1499829,"GM",NA,NA,"white","male","vehicular","SPEEDING / ON STREET OR FREEWAY (SINGLE BLOCK)",TRUE,"citation",55,45,"BLU","FORD","F-15","White"
"132530",2014-03-28,NA,"7200 S KIRKWOOD DR",29.7000753,-95.5881403,"GM","19G20",19,"black","male","vehicular","SPEEDING (DISTANCE BETWEEN BLOCKS)",TRUE,"citation",45,35,"BLACK","ACUR","MDX","Black"
"1866585",2018-04-13,12:55:00,"200 NORTH LOOP WEST, NORTH SERVICE RD",29.7144561,-95.3797451,"GM","10H70",10,"white","male","vehicular","SPEEDING (DISTANCE BETWEEN BLOCKS)",TRUE,"citation",64,45,"WHI","LEXS","GS 3","White"
"1215183|1215933",2016-07-20,NA,"2400 TANGLEY",29.7198609,-95.4149863,"GM","10H80",10,NA,"male","vehicular","NO VALID DRIVER'S LICENSE - SINGLE BLOCK|FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY",TRUE,"citation",NA,NA,"WHITE","FORD","EXPEDITION",NA
"287923|287955",2014-06-29,NA,"4200 NORTH FREEWAY",29.8080447,-95.4556127,"GM","3B10",3,NA,"male","vehicular","FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY|NO VALID DRIVER'S LICENSE - SINGLE BLOCK",TRUE,"citation",NA,NA,"SILVER",NA,"TOURING",NA
"2383054",2019-07-29,08:49:00,"17900 ALDINE WESTFIELD ROAD",29.9660906,-95.3639629,"GM","22B40",22,"black","male","vehicular","SPEEDING / ON STREET OR FREEWAY (SINGLE BLOCK)",TRUE,"citation",62,45,"BLK","HYUNDAI","TUCSON","Black"
"508002",2014-12-18,NA,NA,NA,NA,NA,NA,NA,"white","male","vehicular","FAIL TO CONTROL SPEED COLLIDE WITH ANOTHER VEHICLE",TRUE,"citation",NA,NA,"GRAY","FORD","MUSTANG","White"
"2447693|2447694",2019-10-02,18:54:00,"800 WALKER",29.755218,-95.359304,"GM","1A10",1,NA,"male","vehicular","NO VALID DRIVER'S LICENSE - SINGLE BLOCK|FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY",TRUE,"citation",NA,NA,"BLACK","MITSUBISHI","MIRAGE",NA
"1409994",2017-01-25,NA,"16500 SEA LINER",29.5564218,-95.1250192,"GM","12D60",12,"white","male","vehicular","EXPIRED LICENSE NUMBER PLATE; EXPIRED MONTH/YEAR/REGISTRATION TAB IMPROPERLY DISPLAYED",TRUE,"citation",NA,NA,"BLACK","LEXUS","LS460","White"
"494626|494681",2014-12-08,NA,"8100 KEMPWOOD (WESTBOUND)",29.819167,-95.495008,"GM","5F20",5,NA,"female","vehicular","FAILURE TO DISPLAY A VALID TEXAS DRIVERS LICENSE|FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY",TRUE,"citation",NA,NA,"BLUE","CHEV","SILV",NA
"97460",2014-03-09,NA,"8200 BELLAIRE BLVD",29.7051659,-95.5292393,"GM","18F60",18,"black","male","vehicular","SPEEDING-CONSTRUCTION ZONE-NO WORKERS PRESENT-SINGLE BLOCK",TRUE,"citation",35,25,"BURGUNDY","FORD","F150","Black"
"1430965",2017-02-14,NA,"FOUNTAIN VIEW DR NB AND BEVERLYHILL STREET",29.7405482,-95.4858714,"GM","18F30",18,"white","male","vehicular","PROHIBITED LEFT TURN  (FAIL TO OBEY TRAFFIC CONTROL DEVICE)  INTERSECTION",TRUE,"citation",NA,NA,"SIL","PORS","CAYE","White"
"2593966",2020-04-22,12:53:00,"WEST LOOP NORTH, EAST SERVICE RD AND MINIMAX DR",29.797578,-95.44925025,"SU","2A60",2,"white","male","vehicular","SPEEDING/ON STREET OR FREEWAY  DISTANCE BETWEEN STREETS",TRUE,"citation",63,45,"WHI","CHEVROLET","TAHOE","White"
"1670159",2017-10-15,NA,"1001 W LOOP IH 610 S",29.7474618,-95.4576897,"GM","18F20",18,"asian/pacific islander","female","vehicular","EXPIRED LICENSE NUMBER PLATE; EXPIRED MONTH/YEAR/REGISTRATION TAB IMPROPERLY DISPLAYED",TRUE,"citation",NA,NA,"WHITE","MERCEDES BENZ","ES350","Asian"
"1754933",2018-01-12,13:17:00,"1700 PARKER RD",29.8593104,-95.3588932,"GM","7C30",7,"white","male","vehicular","SPEEDING /30 (DISTANCE BETWEEN BLOCKS) (URBAN DISTRICT)",TRUE,"citation",53,30,"MAR","FORD","F350","White"
"1252050",2016-08-26,NA,"US 59 (EASTEX FRWY ) AND BENNINGTON",29.8838388,-95.3202256,"GM",NA,NA,"unknown","male","vehicular","SPEEDING/ON STREET OR FREEWAY  DISTANCE BETWEEN STREETS",TRUE,"citation",80,60,"BLK","GMC","PK","Unknown"
"557013|557543",2015-02-02,NA,"102001 HEMPSTEAD RD",29.8058652,-95.4649236,"GM","3B10",3,NA,"female","vehicular","EXPIRED LICENSE NUMBER PLATE; EXPIRED MONTH/YEAR/REGISTRATION TAB IMPROPERLY DISPLAYED|NO VALID DRIVER'S LICENSE - SINGLE BLOCK",TRUE,"citation",NA,NA,"RED","FORD","EXPEDTION",NA
"1321380",2016-11-02,NA,"9000 SOUTHWEST FWY, WEST SERVICE RD",29.8420192,-95.3326435,"GM","7C30",7,"white","female","vehicular","SPEEDING / ON STREET OR FREEWAY (SINGLE BLOCK)",TRUE,"citation",55,45,"WHI","FIAT","500","White"
"609116",2015-03-13,NA,"3520 OLD SPANISH TRAIL",29.7016249,-95.3675595,"GM","14D10",14,"black","male","vehicular","FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY",TRUE,"citation",NA,NA,"WHITE","MERCEDES BENZ","C230","Black"
"1674678|1674702|1674766",2017-10-21,NA,"9600 BLACKHAWK",29.6096157,-95.2498963,"GM","12D20",12,"white","female","vehicular","FAILURE TO HAVE DPS LABEL ON SUNSCREENING DEVICE IN THE BLOCK|NO (FRONT) (REAR) LICENSE PLATE|SPEEDING /30 (URBAN DISTRICT) (SINGLE BLOCK)",TRUE,"citation",NA,NA,"BLK","TOYT","COROLLA","White"
"1753042",2018-01-10,17:41:00,"MARTIN LUTHER KING BOULEVARD AND E. OREM DR",29.6257577,-95.3394281,"GM","14D40",14,"black","male","vehicular","RUNNING A RED LIGHT (INTERSECTION)",TRUE,"citation",NA,NA,"BLK","NISSAN","VERSA","Black"
"550845",2015-01-28,NA,"3800 LANG ROAD",29.8259953,-95.4880967,"GM","3B10",3,NA,"female","vehicular","SPEEDING IN SCHOOL ZONE/ DISTANCE BETWEEN BLOCKS",TRUE,"citation",30,20,"WHITE","NISS","MAXI",NA
"2626636",2020-06-23,14:40:00,"NB HILLCROFT AVE AND SOUTHWEST FWY S. SERVICE RD",29.716893,-95.499198,"SU","18F50",18,"white","male","vehicular","RUNNING A RED LIGHT (INTERSECTION)",TRUE,"citation",NA,NA,"GRAY","CHEVROLET","BLAZER","White"
"2430986",2019-09-12,00:38:00,"E. EDGEBROOK DR AND FREETON",29.650968,-95.209218,"SU","12D10",12,NA,"male","vehicular","SPEEDING/ON STREET OR FREEWAY  DISTANCE BETWEEN STREETS",TRUE,"citation",45,35,"RED","MAZDA","RX8",NA
"220992",2014-05-16,NA,"12800 HEMPSTEAD HWY",29.8337343,-95.5047736,"GM","5F30",5,"black","male","vehicular","FAILURE TO YIELD RIGHT OF WAY EMERGING FROM (DRIVEWAY) (ALLEY) (BUILDING) (PRIVATE ROAD) - ACCIDENT",TRUE,"citation",NA,NA,"WHITE","GMC","MAIL TRUCK","Black"
"1070410",2016-04-01,NA,"BRAZOS AND PEASE",29.7543298,-95.3733604,"GM","1A10",1,"black","female","vehicular","FAIL TO YIELD RIGHT-OF-WAY MAKING A LEFT TURN AT AN INTERSECTION-ACCIDENT",TRUE,"citation",NA,NA,"GREEN","CHEVROLET","CAVALIER","Black"
"1391996",2017-01-09,NA,"WHEATLEY AND DOLLY WRIGHT",29.8671952,-95.429493,"GM","6B20",6,"black","female","vehicular","RAN STOP SIGN INTERSECTION - ACCIDENT",TRUE,"citation",NA,NA,"WHITE","JEEP","CHEROKEE","Black"
"1910644",2018-05-17,16:28:00,"8400 HEMPSTEAD RD",29.7865022,-95.4375516,"GM","2A60",2,"white","female","vehicular","SPEEDING (DISTANCE BETWEEN BLOCKS)",TRUE,"citation",51,35,"DBL","FORD","EXPLORER","White"
"1479454",2017-03-28,NA,"200 WEBSTER",29.7519346,-95.3791444,"GM","1A20",1,"black","male","vehicular","EXPIRED LICENSE NUMBER PLATE; EXPIRED MONTH/YEAR/REGISTRATION TAB IMPROPERLY DISPLAYED",TRUE,"citation",NA,NA,"GRAY","CHEVY","MONTECARLO","Black"
"397553",2014-09-25,NA,"10100 WESTHEIMER",29.7360954,-95.551249,"GM","20G10",20,"unknown","female","vehicular","SPEEDING / ON STREET OR FREEWAY (SINGLE BLOCK)",TRUE,"citation",50,35,"RED","MERCEDES","SL550","Unknown"
"1734353|1735355|1735499",2017-12-20,NA,"3800 EASTEX FWY, WEST SERVICE RD",29.799402,-95.3390044,"GM","7C20",7,"black","male","vehicular","FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY|FAILURE TO DISPLAY A VALID TEXAS DRIVERS LICENSE|OPERATING A VEHICLE THAT IS UNSAFE, TO-WIT: (STATE UNSAFE CONDITION)",TRUE,"citation",NA,NA,"GRN","FORD","EXPL","Black"
"786858|786957",2015-07-26,NA,"W BELLFORT AND KIRKSIDE DR",29.6572461,-95.4949091,"GM","15E20",15,"white","female","vehicular","FAILURE TO YIELD RIGHT-OF-WAY TO AN AUTHORIZED EMERGENCY VEHICLE (INTERSECTION)|CHANGING LANES WITHOUT GIVING SIGNAL (INTERSECTION)",TRUE,"citation",NA,NA,"BLACK","HONDA","ACCORD","White"
"2029622",2018-08-24,14:50:00,"IH 10",29.768391,-95.363898,"GM","2A10",2,"white","female","vehicular","SPEEDING (DISTANCE BETWEEN MILE POST# & MILE POST# )",TRUE,"citation",74,60,"GRY","CHEVROLET","SILVERADO","White"
